Shareholder - Name	Issuer - Name	Security - Type	Security - Report Date	Security - Market Value	Security - Market Value - Currency Code	Stock - Exchange	Stock - Number of Shares	Stock - Percent Ownership	Data Source URL
AP7	Nvidia Corp	Equity Like	2025-12-30	64869888109	USD	9.19465	37619588	4,74%	https://www.ap7.se/english/ap7-equity-fund/
AP7	APPLE INC	Equity Like	2025-12-30	57838101545	USD	9.19465	23035038	4,22%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Microsoft Corp	Equity Like	2025-12-30	48745611953	USD	9.19465	10875357	3,56%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Amazon.com Inc	Equity Like	2025-12-30	31513733806	USD	9.19465	14739599	2,3%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ALPHABET INC-CL A	Equity Like	2025-12-30	26706891418	USD	9.19465	9254778	1,95%	https://www.ap7.se/english/ap7-equity-fund/
AP7	TAIWAN SEMICONDUCTOR MANUFAC	Equity Like	2025-12-30	26059797454	TWD	0.29310328	58493387	1,9%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BROADCOM INC	Equity Like	2025-12-30	22255964170	USD	9.19465	6918777	1,63%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ALPHABET INC-CL C	Equity Like	2025-12-30	21469102465	USD	9.19465	7423163	1,57%	https://www.ap7.se/english/ap7-equity-fund/
AP7	META PLATFORMS INC-CLASS A	Equity Like	2025-12-30	20560563496	USD	9.19465	3357826	1,5%	https://www.ap7.se/english/ap7-equity-fund/
AP7	HarbourVest Global Private Solution	Equity Like	2025-12-30	13031446308	USD	9.19465	10676424	0,95%	https://www.ap7.se/english/ap7-equity-fund/
AP7	JPMORGAN CHASE & CO	Equity Like	2025-12-30	12683946654	USD	9.19465	4265327	0,93%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ELI LILLY & CO	Equity Like	2025-12-30	11974346319	USD	9.19465	1206128	0,87%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BERKSHIRE HATHAWAY INC-CL B	Equity Like	2025-12-30	9511466692	USD	9.19465	2053675	0,69%	https://www.ap7.se/english/ap7-equity-fund/
AP7	SAMSUNG ELECTRONICS CO LTD	Equity Like	2025-12-30	8606452664	KRW	0.00638274	11245994	0,63%	https://www.ap7.se/english/ap7-equity-fund/
AP7	VISA INC-CLASS A SHARES	Equity Like	2025-12-30	8191695516	USD	9.19465	2519427	0,6%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Hamilton Lane AP7 Private Equity Investments LLC	Equity Like	2025-12-30	7307519588	USD	9.19465	1203056	0,53%	https://www.ap7.se/english/ap7-equity-fund/
AP7	JOHNSON & JOHNSON	Equity Like	2025-12-30	7099767397	USD	9.19465	3731878	0,52%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Fastighet Urban Escape KB	Equity Like	2025-12-30	6889552654	SEK	1	498	0,5%	https://www.ap7.se/english/ap7-equity-fund/
AP7	MASTERCARD INC - A	Equity Like	2025-12-30	6752224442	USD	9.19465	1271803	0,49%	https://www.ap7.se/english/ap7-equity-fund/
AP7	HarbourVest AP7 Private Equity LLC Tranche D	Equity Like	2025-12-30	6390529256	USD	9.19465	4190371	0,47%	https://www.ap7.se/english/ap7-equity-fund/
AP7	HarbourVest AP7 PE Investments L.P	Equity Like	2025-12-30	6045635576	USD	9.19465	2620199	0,44%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ASML HOLDING NV	Equity Like	2025-12-30	5814835537	EUR	10.8115	585625	0,42%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Abbvie Inc	Equity Like	2025-12-30	5723486380	USD	9.19465	2709498	0,42%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Netflix Inc	Equity Like	2025-12-30	5647442958	USD	9.19465	6549474	0,41%	https://www.ap7.se/english/ap7-equity-fund/
AP7	PALANTIR TECHNOLOGIES INC-A	Equity Like	2025-12-30	5604946181	USD	9.19465	3370868	0,41%	https://www.ap7.se/english/ap7-equity-fund/
AP7	SK Hynix Inc	Equity Like	2025-12-30	5386762583	KRW	0.00638274	1296402	0,39%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Bank of America Corp	Equity Like	2025-12-30	5254178864	USD	9.19465	10337169	0,38%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Costco Wholesale Corp	Equity Like	2025-12-30	5247415581	USD	9.19465	659277	0,38%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Advanced Micro Devices	Equity Like	2025-12-30	4735302517	USD	9.19465	2391596	0,35%	https://www.ap7.se/english/ap7-equity-fund/
AP7	PROCTER & GAMBLE CO/THE	Equity Like	2025-12-30	4752269050	USD	9.19465	3588001	0,35%	https://www.ap7.se/english/ap7-equity-fund/
AP7	GENERAL ELECTRIC	Equity Like	2025-12-30	4616462386	USD	9.19465	1610319	0,34%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Home Depot Inc	Equity Like	2025-12-30	4651311724	USD	9.19465	1460579	0,34%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Cisco Systems Inc	Equity Like	2025-12-30	4568575812	USD	9.19465	6418722	0,33%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Oracle Corp	Equity Like	2025-12-30	4550394874	USD	9.19465	2509487	0,33%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Micron Technology Inc	Equity Like	2025-12-30	4536349092	USD	9.19465	1685980	0,33%	https://www.ap7.se/english/ap7-equity-fund/
AP7	NOVARTIS AG-REG	Equity Like	2025-12-30	4309206392	CHF	11.62481826	3382210	0,31%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ROCHE HOLDING AG-GENUSSCHEIN	Equity Like	2025-12-30	4294287179	CHF	11.62481826	1125554	0,31%	https://www.ap7.se/english/ap7-equity-fund/
AP7	MERCK & CO. INC.	Equity Like	2025-12-30	4040785549	USD	9.19465	4143611	0,3%	https://www.ap7.se/english/ap7-equity-fund/
AP7	WELLS FARGO & CO	Equity Like	2025-12-30	4132803028	USD	9.19465	4765975	0,3%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Unitedhealth Group Inc	Equity Like	2025-12-30	4058137819	USD	9.19465	1328753	0,3%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Goldman Sachs Group Inc	Equity Like	2025-12-30	3908572626	USD	9.19465	480645	0,29%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ASTRAZENECA PLC	Equity Like	2025-12-30	3882485383	GBP	12.38887141	2279163	0,28%	https://www.ap7.se/english/ap7-equity-fund/
AP7	COCA-COLA CO/THE	Equity Like	2025-12-30	3873543129	USD	9.19465	6012306	0,28%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Intl Business Machines Corp	Equity Like	2025-12-30	3853742701	USD	9.19465	1387614	0,28%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Philip Morris International	Equity Like	2025-12-30	3730199273	USD	9.19465	2505047	0,27%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Caterpillar Inc	Equity Like	2025-12-30	3644044175	USD	9.19465	686403	0,27%	https://www.ap7.se/english/ap7-equity-fund/
AP7	HSBC HOLDINGS PLC	Equity Like	2025-12-30	3746424419	GBP	12.38887141	25723239	0,27%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Sap SE	Equity Like	2025-12-30	3450293223	EUR	10.8115	1531710	0,25%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Adams Street Partners Private Equity I	Equity Like	2025-12-30	3414418405	USD	9.19465	1646530	0,25%	https://www.ap7.se/english/ap7-equity-fund/
AP7	SALESFORCE INC	Equity Like	2025-12-30	3411355891	USD	9.19465	1395214	0,25%	https://www.ap7.se/english/ap7-equity-fund/
AP7	NESTLE SA-REG	Equity Like	2025-12-30	3458478118	CHF	11.62481826	3778361	0,25%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Royal Bank of Canada	Equity Like	2025-12-30	3265588594	CAD	6.72000731	2067873	0,24%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Lam Research Corp	Equity Like	2025-12-30	3354691041	USD	9.19465	2099508	0,24%	https://www.ap7.se/english/ap7-equity-fund/
AP7	S CORP	Equity Like	2025-12-30	3351474567	USD	9.19465	1183335	0,24%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Citigroup Inc	Equity Like	2025-12-30	3236190549	USD	9.19465	3002854	0,24%	https://www.ap7.se/english/ap7-equity-fund/
AP7	LINDE PLC	Equity Like	2025-12-30	3124160865	USD	9.19465	793212	0,23%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Qualcomm Inc	Equity Like	2025-12-30	3175962315	USD	9.19465	1989140	0,23%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Abbott Laboratories	Equity Like	2025-12-30	2998879556	USD	9.19465	2593058	0,22%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Applied Materials Inc	Equity Like	2025-12-30	3033416442	USD	9.19465	1269035	0,22%	https://www.ap7.se/english/ap7-equity-fund/
AP7	THERMO FISHER SCIENTIFIC INC	Equity Like	2025-12-30	2984787923	USD	9.19465	556384	0,22%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Intuit Inc	Equity Like	2025-12-30	3017256080	USD	9.19465	489869	0,22%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Adams Street Partners Private Equity II	Equity Like	2025-12-30	2846606380	USD	9.19465	1479467	0,21%	https://www.ap7.se/english/ap7-equity-fund/
AP7	WALT DISNEY CO/THE	Equity Like	2025-12-30	2889873868	USD	9.19465	2738039	0,21%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BOOKING HOLDINGS INC	Equity Like	2025-12-30	2912706471	USD	9.19465	58370	0,21%	https://www.ap7.se/english/ap7-equity-fund/
AP7	AMERICAN EXPRESS CO	Equity Like	2025-12-30	2875550986	USD	9.19465	837574	0,21%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Morgan Stanley	Equity Like	2025-12-30	2890080155	USD	9.19465	1755204	0,21%	https://www.ap7.se/english/ap7-equity-fund/
AP7	SIEMENS AG-REG	Equity Like	2025-12-30	2887869925	EUR	10.8115	1116918	0,21%	https://www.ap7.se/english/ap7-equity-fund/
AP7	KLA CORP	Equity Like	2025-12-30	2859772196	USD	9.19465	250091	0,21%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Shopify Inc - Class A	Equity Like	2025-12-30	2696407638	CAD	6.72000731	1789620	0,2%	https://www.ap7.se/english/ap7-equity-fund/
AP7	HDFC BANK LIMITED	Equity Like	2025-12-30	2739607288	INR	0.10240029	26999598	0,2%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Amgen Inc	Equity Like	2025-12-30	2710731724	USD	9.19465	896943	0,2%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Intuitive Surgical Inc	Equity Like	2025-12-30	2766679668	USD	9.19465	525472	0,2%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Toyota Motor Corp	Equity Like	2025-12-30	2746796402	JPY	0.05881377	13916355	0,2%	https://www.ap7.se/english/ap7-equity-fund/
AP7	AT&T INC	Equity Like	2025-12-30	2618891987	USD	9.19465	11480363	0,19%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ADOBE INC	Equity Like	2025-12-30	2567664003	USD	9.19465	792194	0,19%	https://www.ap7.se/english/ap7-equity-fund/
AP7	LVMH MOET HENNESSY LOUIS VUI	Equity Like	2025-12-30	2585265926	EUR	10.8115	374037	0,19%	https://www.ap7.se/english/ap7-equity-fund/
AP7	MITSUBISHI UFJ FINANCIAL GRO	Equity Like	2025-12-30	2576682292	JPY	0.05881377	17573553	0,19%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Pepsico Inc	Equity Like	2025-12-30	2662008446	USD	9.19465	2008304	0,19%	https://www.ap7.se/english/ap7-equity-fund/
AP7	COMMONWEALTH BANK OF AUSTRAL	Equity Like	2025-12-30	2447111640	AUD	6.16087523	2462657	0,18%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BANCO SANTANDER SA	Equity Like	2025-12-30	2441547813	EUR	10.8115	22301874	0,18%	https://www.ap7.se/english/ap7-equity-fund/
AP7	VERIZON COMMUNICATIONS INC	Equity Like	2025-12-30	2527139354	USD	9.19465	6753044	0,18%	https://www.ap7.se/english/ap7-equity-fund/
AP7	SCHNEIDER ELECTRIC SE	Equity Like	2025-12-30	2403909807	EUR	10.8115	942350	0,18%	https://www.ap7.se/english/ap7-equity-fund/
AP7	TJX Companies Inc	Equity Like	2025-12-30	2503407202	USD	9.19465	1752609	0,18%	https://www.ap7.se/english/ap7-equity-fund/
AP7	GE VERNOVA INC	Equity Like	2025-12-30	2506081212	USD	9.19465	413193	0,18%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ALLIANZ SE-REG	Equity Like	2025-12-30	2406946357	EUR	10.8115	570111	0,18%	https://www.ap7.se/english/ap7-equity-fund/
AP7	AMPHENOL CORP-CL A	Equity Like	2025-12-30	2505321450	USD	9.19465	2000558	0,18%	https://www.ap7.se/english/ap7-equity-fund/
AP7	TORONTO-DOMINION BANK	Equity Like	2025-12-30	2467949823	CAD	6.72000731	2829166	0,18%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Nextera Energy Inc	Equity Like	2025-12-30	2262433902	USD	9.19465	3055505	0,17%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Gilead Sciences Inc	Equity Like	2025-12-30	2275199336	USD	9.19465	2008834	0,17%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ACCENTURE PLC-CL A	Equity Like	2025-12-30	2286902818	USD	9.19465	921189	0,17%	https://www.ap7.se/english/ap7-equity-fund/
AP7	RELIANCE INDUSTRIES LIMITED	Equity Like	2025-12-30	2280010559	INR	0.10240029	14460102	0,17%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Schwab (Charles) Corp	Equity Like	2025-12-30	2385306663	USD	9.19465	2580043	0,17%	https://www.ap7.se/english/ap7-equity-fund/
AP7	APPLOVIN CORP-CLASS A	Equity Like	2025-12-30	2286989103	USD	9.19465	358551	0,17%	https://www.ap7.se/english/ap7-equity-fund/
AP7	UBER TECHNOLOGIES INC	Equity Like	2025-12-30	2283640959	USD	9.19465	3024431	0,17%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Intel Corp	Equity Like	2025-12-30	2281226436	USD	9.19465	6651573	0,17%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BANCO BILBAO VIZCAYA ARGENTA	Equity Like	2025-12-30	2177874311	EUR	10.8115	10031899	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Pfizer Inc	Equity Like	2025-12-30	2158196965	USD	9.19465	9392682	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Blackrock Inc	Equity Like	2025-12-30	2160964382	USD	9.19465	216950	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	NOVO NORDISK A/S-B	Equity Like	2025-12-30	2231201176	DKK	1.44771419	4738475	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Texas Instruments Inc	Equity Like	2025-12-30	2148371608	USD	9.19465	1331972	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	UNILEVER PLC	Equity Like	2025-12-30	2144245161	GBP	12.38887141	3564216	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	SONY GROUP CORP	Equity Like	2025-12-30	2138365659	JPY	0.05881377	9035350	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	CAPITAL ONE FINANCIAL CORP	Equity Like	2025-12-30	2134891483	USD	9.19465	951709	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	S&P GLOBAL INC	Equity Like	2025-12-30	2220497967	USD	9.19465	457653	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BARCLAYS PLC	Equity Like	2025-12-30	2128371355	GBP	12.38887141	36031257	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Servicenow Inc	Equity Like	2025-12-30	2259302373	USD	9.19465	1593200	0,16%	https://www.ap7.se/english/ap7-equity-fund/
AP7	UBS GROUP AG-REG	Equity Like	2025-12-30	2010772208	CHF	11.62481826	4679988	0,15%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Danaher Corp	Equity Like	2025-12-30	2010980909	USD	9.19465	948160	0,15%	https://www.ap7.se/english/ap7-equity-fund/
AP7	HON HAI PRECISION INDUSTRY	Equity Like	2025-12-30	1994810122	TWD	0.29310328	29850117	0,15%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Arista Networks Inc	Equity Like	2025-12-30	2000184532	USD	9.19465	1642539	0,15%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BRISTOL-MYERS SQUIBB CO	Equity Like	2025-12-30	1931712877	USD	9.19465	3875502	0,14%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Boston Scientific Corp	Equity Like	2025-12-30	1915592818	USD	9.19465	2169959	0,14%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Altria Group Inc	Equity Like	2025-12-30	1921078593	USD	9.19465	3616659	0,14%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Iberdrola SA	Equity Like	2025-12-30	1860842101	EUR	10.8115	9326303	0,14%	https://www.ap7.se/english/ap7-equity-fund/
AP7	HITACHI LTD	Equity Like	2025-12-30	1938158427	JPY	0.05881377	6722595	0,14%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ABB LTD-REG	Equity Like	2025-12-30	1871502718	CHF	11.62481826	2718541	0,14%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Union Pacific Corp	Equity Like	2025-12-30	1857438022	USD	9.19465	866785	0,14%	https://www.ap7.se/english/ap7-equity-fund/
AP7	MCKESSON CORP	Equity Like	2025-12-30	1731035933	USD	9.19465	227558	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ICICI BANK LTD	Equity Like	2025-12-30	1725604158	INR	0.10240029	12552369	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	PROGRESSIVE CORP	Equity Like	2025-12-30	1808376299	USD	9.19465	855229	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Bank of New York Mellon Corp	Equity Like	2025-12-30	1716413884	USD	9.19465	1597290	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ROLLS-ROYCE HOLDINGS PLC	Equity Like	2025-12-30	1813601592	GBP	12.38887141	12696407	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	S COS INC	Equity Like	2025-12-30	1840363123	USD	9.19465	823077	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	NEWMONT CORP	Equity Like	2025-12-30	1731910089	USD	9.19465	1849211	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	MEDTRONIC PLC	Equity Like	2025-12-30	1834866422	USD	9.19465	2064536	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ANALOG DEVICES INC	Equity Like	2025-12-30	1814717314	USD	9.19465	718167	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	DEERE & CO	Equity Like	2025-12-30	1833467281	USD	9.19465	424322	0,13%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Welltower Inc	Equity Like	2025-12-30	1696912526	USD	9.19465	981672	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Vertex Pharmaceuticals Inc	Equity Like	2025-12-30	1591297659	USD	9.19465	381425	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Eaton Corp PLC	Equity Like	2025-12-30	1645807806	USD	9.19465	557864	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	SUMITOMO MITSUI FINANCIAL GR	Equity Like	2025-12-30	1628213007	JPY	0.05881377	5491810	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Chubb Ltd	Equity Like	2025-12-30	1672858667	USD	9.19465	579163	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Unicredit SPA	Equity Like	2025-12-30	1706512220	EUR	10.8115	2225639	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Stryker Corp	Equity Like	2025-12-30	1644060112	USD	9.19465	504931	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Palo Alto Networks Inc	Equity Like	2025-12-30	1708220764	USD	9.19465	994296	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Prologis Inc	Equity Like	2025-12-30	1627407182	USD	9.19465	1371948	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	DEUTSCHE TELEKOM AG-REG	Equity Like	2025-12-30	1625265558	EUR	10.8115	5434833	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	CROWDSTRIKE HOLDINGS INC - A	Equity Like	2025-12-30	1608665534	USD	9.19465	367842	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	COMCAST CORP-CLASS A	Equity Like	2025-12-30	1619192780	USD	9.19465	5875930	0,12%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Siemens Energy AG	Equity Like	2025-12-30	1481428351	EUR	10.8115	1138068	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	CIE FINANCIERE RICHEMO-A REG	Equity Like	2025-12-30	1566949158	CHF	11.62481826	783455	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Softbank Group Corp	Equity Like	2025-12-30	1449587412	JPY	0.05881377	5601608	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Waste Management Inc	Equity Like	2025-12-30	1471182084	USD	9.19465	720350	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BNP Paribas	Equity Like	2025-12-30	1506899865	EUR	10.8115	1718611	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Mediatek Inc	Equity Like	2025-12-30	1505557661	TWD	0.29310328	3617332	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BRITISH AMERICAN TOBACCO PLC	Equity Like	2025-12-30	1541085152	GBP	12.38887141	2965261	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	PARKER HANNIFIN CORP	Equity Like	2025-12-30	1511409759	USD	9.19465	184941	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	AIR LIQUIDE SA	Equity Like	2025-12-30	1500392366	EUR	10.8115	864011	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BLACKSTONE INC	Equity Like	2025-12-30	1555042431	USD	9.19465	1092678	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	CME Group Inc	Equity Like	2025-12-30	1478583997	USD	9.19465	583001	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	T-MOBILE US INC	Equity Like	2025-12-30	1449072785	USD	9.19465	773305	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Automatic Data Processing	Equity Like	2025-12-30	1563645916	USD	9.19465	655263	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	SANOFI	Equity Like	2025-12-30	1468846379	EUR	10.8115	1636863	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	LGT Seventh Private Equity Porfolio IISub-Fund Eur	Equity Like	2025-12-30	1549408807	EUR	10.8115	671158	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	TOKYO ELECTRON LTD	Equity Like	2025-12-30	1481033704	JPY	0.05881377	733734	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	GSK PLC	Equity Like	2025-12-30	1453935041	GBP	12.38887141	6411262	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Zurich Insurance Group AG	Equity Like	2025-12-30	1514699021	CHF	11.62481826	216515	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	CONSTELLATION ENERGY	Equity Like	2025-12-30	1518579861	USD	9.19465	462475	0,11%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Emerson Electric Co	Equity Like	2025-12-30	1435775321	USD	9.19465	1154212	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	OREAL	Equity Like	2025-12-30	1399259630	EUR	10.8115	352700	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	STANDARD CHARTERED PLC	Equity Like	2025-12-30	1341014006	GBP	12.38887141	5927899	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	INFOSYS LTD	Equity Like	2025-12-30	1310703690	INR	0.10240029	7893318	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Starbucks Corp	Equity Like	2025-12-30	1307611550	USD	9.19465	1668204	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	INTESA SANPAOLO	Equity Like	2025-12-30	1340511261	EUR	10.8115	20940616	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	CVS HEALTH CORP	Equity Like	2025-12-30	1401122531	USD	9.19465	1908385	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Ing Groep Nv	Equity Like	2025-12-30	1303436742	EUR	10.8115	5018115	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ADVANTEST CORP	Equity Like	2025-12-30	1412908046	JPY	0.05881377	1223500	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	BHARTI AIRTEL LTD	Equity Like	2025-12-30	1310415018	INR	0.10240029	6094383	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Delta Electronics Inc	Equity Like	2025-12-30	1304077743	TWD	0.29310328	4629770	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	RIO TINTO PLC	Equity Like	2025-12-30	1347013003	GBP	12.38887141	1804309	0,1%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Bank of Nova Scotia	Equity Like	2025-12-30	1255982598	CAD	6.72000731	1844488	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Illinois Tool Works	Equity Like	2025-12-30	1164609311	USD	9.19465	504970	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	ENEL SPA	Equity Like	2025-12-30	1180249930	EUR	10.8115	12297641	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	HCA HEALTHCARE INC	Equity Like	2025-12-30	1190998970	USD	9.19465	273701	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	REGENERON PHARMACEUTICALS	Equity Like	2025-12-30	1222148753	USD	9.19465	171744	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	3M Co	Equity Like	2025-12-30	1271771038	USD	9.19465	858202	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	MARSH & MCLENNAN COS	Equity Like	2025-12-30	1241370773	USD	9.19465	720592	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	THE CIGNA GROUP	Equity Like	2025-12-30	1273145342	USD	9.19465	500817	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Trane Technologies Plc	Equity Like	2025-12-30	1198581358	USD	9.19465	332788	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Mercadolibre Inc	Equity Like	2025-12-30	1241452766	USD	9.19465	66812	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	CAN IMPERIAL BK OF COMMERCE	Equity Like	2025-12-30	1271231234	CAD	6.72000731	1509625	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Westpac Banking Corp	Equity Like	2025-12-30	1205091579	AUD	6.16087523	5011631	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Mizuho Financial Group Inc	Equity Like	2025-12-30	1292665198	JPY	0.05881377	3855957	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	Natwest Group PLC	Equity Like	2025-12-30	1175949809	GBP	12.38887141	14531514	0,09%	https://www.ap7.se/english/ap7-equity-fund/
AP7	DBS GROUP HOLDINGS LTD	Equity Like	2025-12-30	1265191758	SGD	7.156205	3129141	0,09%	https://www.ap7.se/english/ap7-equity-fund/
